Date|Site|Site Name|Location|Location Name|Location Type|Location Type Name|Item|Description|Department|Department Name|Division|Division Name|Supplier|Supplier Name|Brand|Brand Name|Item Size|Sales|GST|Quantity|Cost|Item Discount|Sales Discount Quantity
2017-08-30|1|test|1|test|100|Bottle Shop|40597|Idlewild Semillon Sauvignon Blanc 7|25|White Wine|2|Wine|3791|Liquor Barons|101|Core|1|10.9|1.09|1|5.83|0|0
